Algorithm 1	Algorithm 2	Alpha	K-Value	A2A Score	CVG (1 -> 2)	CVG (2 -> 1)
ARC	ACDC	0.4	35	78.86056972	0.028571429	0.25
ARC	WCA	0.6	35	83.5243553	0	0
ARC	Limbo	0.6	35	83.38108883	0	0
ARC	ACDC	0.6	35	79.01049475	0.028571429	0.25
ARC	WCA	0.8	35	83.5243553	0	0
ARC	Limbo	0.8	35	83.38108883	0	0
ARC	ACDC	0.8	35	79.01049475	0.028571429	0.25
WCA	Limbo	N/A	36	82.57142857	0.055555556	0.055555556
WCA	ACDC	N/A	36	85.02994012	0.027777778	0.25
Limbo	ACDC	N/A	36	77.69461078	0	0
ARC	WCA	0.2	36	83.42857143	0.055555556	0.055555556
ARC	Limbo	0.2	36	82.28571429	0	0
ARC	ACDC	0.2	36	77.24550898	0	0
ARC	WCA	0.4	36	84	0	0
ARC	Limbo	0.4	36	83.57142857	0	0
ARC	ACDC	0.4	36	77.69461078	0.027777778	0.25
ARC	WCA	0.6	36	83.71428571	0	0
ARC	Limbo	0.6	36	83.42857143	0	0
ARC	ACDC	0.6	36	78.59281437	0.027777778	0.25
ARC	WCA	0.8	36	83.71428571	0	0
ARC	Limbo	0.8	36	83.42857143	0	0
ARC	ACDC	0.8	36	78.59281437	0.027777778	0.25
WCA	Limbo	N/A	37	82.62108262	0.054054054	0.054054054
WCA	ACDC	N/A	37	84.90284006	0.027027027	0.25
Limbo	ACDC	N/A	37	77.57847534	0	0
ARC	WCA	0.2	37	83.76068376	0.054054054	0.054054054
ARC	Limbo	0.2	37	82.33618234	0	0
ARC	ACDC	0.2	37	77.13004484	0	0
ARC	WCA	0.4	37	84.18803419	0	0
ARC	Limbo	0.4	37	83.47578348	0	0
ARC	ACDC	0.4	37	77.57847534	0.027027027	0.25
ARC	WCA	0.6	37	83.9031339	0	0
ARC	Limbo	0.6	37	83.61823362	0	0
ARC	ACDC	0.6	37	78.47533632	0.027027027	0.25
ARC	WCA	0.8	37	83.9031339	0	0
ARC	Limbo	0.8	37	83.61823362	0	0
ARC	ACDC	0.8	37	78.47533632	0.027027027	0.25
WCA	Limbo	N/A	38	82.67045455	0.052631579	0.052631579
WCA	ACDC	N/A	38	84.7761194	0.026315789	0.25
Limbo	ACDC	N/A	38	77.46268657	0	0
ARC	WCA	0.2	38	83.80681818	0.052631579	0.052631579
ARC	Limbo	0.2	38	82.10227273	0	0
ARC	ACDC	0.2	38	77.01492537	0	0
ARC	WCA	0.4	38	84.23295455	0	0
ARC	Limbo	0.4	38	83.52272727	0	0
ARC	ACDC	0.4	38	77.46268657	0.026315789	0.25
ARC	WCA	0.6	38	84.09090909	0	0
ARC	Limbo	0.6	38	83.80681818	0	0
ARC	ACDC	0.6	38	77.31343284	0.026315789	0.25
ARC	WCA	0.8	38	84.09090909	0	0
ARC	Limbo	0.8	38	83.80681818	0	0
ARC	ACDC	0.8	38	77.31343284	0.026315789	0.25
WCA	Limbo	N/A	39	82.71954674	0.051282051	0.051282051
WCA	ACDC	N/A	39	84.50074516	0.025641026	0.25
Limbo	ACDC	N/A	39	77.34724292	0	0
ARC	WCA	0.2	39	83.99433428	0.051282051	0.051282051
ARC	Limbo	0.2	39	82.43626062	0	0
ARC	ACDC	0.2	39	76.30402385	0	0
ARC	WCA	0.4	39	84.41926346	0	0
ARC	Limbo	0.4	39	83.5694051	0	0
ARC	ACDC	0.4	39	77.34724292	0.025641026	0.25
ARC	WCA	0.6	39	84.13597734	0	0
ARC	Limbo	0.6	39	83.85269122	0	0
ARC	ACDC	0.6	39	77.19821162	0.025641026	0.25
ARC	WCA	0.8	39	84.13597734	0	0
ARC	Limbo	0.8	39	83.85269122	0	0
ARC	ACDC	0.8	39	77.19821162	0.025641026	0.25
WCA	Limbo	N/A	40	82.76836158	0.05	0.05
WCA	ACDC	N/A	40	84.22619048	0.025	0.25
Limbo	ACDC	N/A	40	77.23214286	0	0
ARC	WCA	0.2	40	84.03954802	0.05	0.05
ARC	Limbo	0.2	40	82.62711864	0	0
ARC	ACDC	0.2	40	76.19047619	0	0
ARC	WCA	0.4	40	84.60451977	0	0
ARC	Limbo	0.4	40	83.61581921	0	0
ARC	ACDC	0.4	40	77.23214286	0.025	0.25
ARC	WCA	0.6	40	84.3220339	0	0
ARC	Limbo	0.6	40	83.75706215	0	0
ARC	ACDC	0.6	40	77.08333333	0.025	0.25
ARC	WCA	0.8	40	84.3220339	0	0
ARC	Limbo	0.8	40	83.75706215	0	0
ARC	ACDC	0.8	40	77.08333333	0.025	0.25
WCA	Limbo	N/A	41	82.81690141	0.048780488	0.048780488
WCA	ACDC	N/A	41	84.10104012	0.024390244	0.25
Limbo	ACDC	N/A	41	77.11738484	0	0
ARC	WCA	0.2	41	84.08450704	0.048780488	0.048780488
ARC	Limbo	0.2	41	82.67605634	0	0
ARC	ACDC	0.2	41	76.07726597	0	0
ARC	WCA	0.4	41	84.64788732	0	0
ARC	Limbo	0.4	41	83.66197183	0	0
ARC	ACDC	0.4	41	77.11738484	0.024390244	0.25
ARC	WCA	0.6	41	84.50704225	0	0
ARC	Limbo	0.6	41	83.8028169	0	0
ARC	ACDC	0.6	41	76.96879643	0.024390244	0.25
ARC	WCA	0.8	41	84.50704225	0	0
ARC	Limbo	0.8	41	83.8028169	0	0
ARC	ACDC	0.8	41	76.96879643	0.024390244	0.25
WCA	Limbo	N/A	42	83.70786517	0.047619048	0.047619048
WCA	ACDC	N/A	42	80.41543027	0	0
Limbo	ACDC	N/A	42	77.00296736	0	0
ARC	WCA	0.2	42	84.83146067	0.071428571	0.071428571
ARC	Limbo	0.2	42	82.7247191	0.023809524	0.023809524
ARC	ACDC	0.2	42	75.96439169	0	0
ARC	WCA	0.4	42	84.83146067	0	0
ARC	Limbo	0.4	42	83.98876404	0	0
ARC	ACDC	0.4	42	76.5578635	0.023809524	0.25
ARC	WCA	0.6	42	83.98876404	0	0
ARC	Limbo	0.6	42	84.26966292	0	0
ARC	ACDC	0.6	42	75.51928783	0.023809524	0.25
ARC	WCA	0.8	42	83.98876404	0	0
ARC	Limbo	0.8	42	84.26966292	0	0
ARC	ACDC	0.8	42	75.51928783	0.023809524	0.25
WCA	Limbo	N/A	43	84.17366947	0.046511628	0.046511628
WCA	ACDC	N/A	43	80.2962963	0	0
Limbo	ACDC	N/A	43	76.88888889	0	0
ARC	WCA	0.2	43	84.73389356	0.093023256	0.093023256
ARC	Limbo	0.2	43	82.77310924	0.023255814	0.023255814
ARC	ACDC	0.2	43	75.85185185	0	0
ARC	WCA	0.4	43	84.17366947	0.023255814	0.023255814
ARC	Limbo	0.4	43	84.03361345	0	0
ARC	ACDC	0.4	43	76.44444444	0.023255814	0.25
ARC	WCA	0.6	43	84.03361345	0	0
ARC	Limbo	0.6	43	84.31372549	0	0
ARC	ACDC	0.6	43	75.40740741	0.023255814	0.25
ARC	WCA	0.8	43	84.03361345	0	0
ARC	Limbo	0.8	43	84.31372549	0	0
ARC	ACDC	0.8	43	75.40740741	0.023255814	0.25
WCA	Limbo	N/A	44	84.63687151	0.068181818	0.068181818
WCA	ACDC	N/A	44	77.95857988	0	0
Limbo	ACDC	N/A	44	76.77514793	0	0
ARC	WCA	0.2	44	85.47486034	0.113636364	0.113636364
ARC	Limbo	0.2	44	82.96089385	0.022727273	0.022727273
ARC	ACDC	0.2	44	75.73964497	0	0
ARC	WCA	0.4	44	85.05586592	0.022727273	0.022727273
ARC	Limbo	0.4	44	84.4972067	0	0
ARC	ACDC	0.4	44	75.44378698	0.022727273	0.25
ARC	WCA	0.6	44	84.77653631	0	0
ARC	Limbo	0.6	44	84.4972067	0	0
ARC	ACDC	0.6	44	75.29585799	0.022727273	0.25
ARC	WCA	0.8	44	84.77653631	0	0
ARC	Limbo	0.8	44	84.4972067	0	0
ARC	ACDC	0.8	44	75.29585799	0.022727273	0.25
WCA	Limbo	N/A	45	84.95821727	0.066666667	0.066666667
WCA	ACDC	N/A	45	77.84342688	0	0
Limbo	ACDC	N/A	45	76.66174298	0	0
ARC	WCA	0.2	45	85.93314763	0.111111111	0.111111111
ARC	Limbo	0.2	45	83.00835655	0.022222222	0.022222222
ARC	ACDC	0.2	45	75.62776957	0	0
ARC	WCA	0.4	45	85.51532033	0.022222222	0.022222222
ARC	Limbo	0.4	45	84.54038997	0	0
ARC	ACDC	0.4	45	75.3323486	0.022222222	0.25
ARC	WCA	0.6	45	85.2367688	0	0
ARC	Limbo	0.6	45	84.8189415	0	0
ARC	ACDC	0.6	45	74.74150665	0.022222222	0.25
ARC	WCA	0.8	45	85.2367688	0	0
ARC	Limbo	0.8	45	84.8189415	0	0
ARC	ACDC	0.8	45	74.74150665	0.022222222	0.25
WCA	Limbo	N/A	46	85.69444444	0.065217391	0.065217391
WCA	ACDC	N/A	46	77.58112094	0	0
Limbo	ACDC	N/A	46	76.54867257	0	0
ARC	WCA	0.2	46	86.94444444	0.130434783	0.130434783
ARC	Limbo	0.2	46	83.05555556	0.02173913	0.02173913
ARC	ACDC	0.2	46	75.51622419	0	0
ARC	WCA	0.4	46	85.69444444	0.02173913	0.02173913
ARC	Limbo	0.4	46	84.58333333	0	0
ARC	ACDC	0.4	46	75.22123894	0.02173913	0.25
ARC	WCA	0.6	46	85.69444444	0.02173913	0.02173913
ARC	Limbo	0.6	46	84.86111111	0	0
ARC	ACDC	0.6	46	74.63126844	0.02173913	0.25
ARC	WCA	0.8	46	85.69444444	0.02173913	0.02173913
ARC	Limbo	0.8	46	84.86111111	0	0
ARC	ACDC	0.8	46	74.63126844	0.02173913	0.25
WCA	Limbo	N/A	47	84.07202216	0.042553191	0.042553191
WCA	ACDC	N/A	47	75.84683358	0	0
Limbo	ACDC	N/A	47	76.4359352	0	0
ARC	WCA	0.2	47	87.11911357	0.127659574	0.127659574
ARC	Limbo	0.2	47	83.24099723	0.021276596	0.021276596
ARC	ACDC	0.2	47	75.11045655	0	0
ARC	WCA	0.4	47	86.14958449	0.021276596	0.021276596
ARC	Limbo	0.4	47	84.62603878	0.021276596	0.021276596
ARC	ACDC	0.4	47	75.11045655	0.021276596	0.25
ARC	WCA	0.6	47	86.14958449	0.021276596	0.021276596
ARC	Limbo	0.6	47	84.90304709	0	0
ARC	ACDC	0.6	47	74.52135493	0.021276596	0.25
ARC	WCA	0.8	47	86.14958449	0.021276596	0.021276596
ARC	Limbo	0.8	47	84.90304709	0	0
ARC	ACDC	0.8	47	74.52135493	0.021276596	0.25
WCA	Limbo	N/A	48	84.53038674	0.041666667	0.041666667
WCA	ACDC	N/A	48	75.14705882	0	0
Limbo	ACDC	N/A	48	76.32352941	0	0
ARC	WCA	0.2	48	86.87845304	0.125	0.125
ARC	Limbo	0.2	48	83.42541436	0.041666667	0.041666667
ARC	ACDC	0.2	48	75	0	0
ARC	WCA	0.4	48	86.1878453	0.020833333	0.020833333
ARC	Limbo	0.4	48	84.80662983	0.041666667	0.041666667
ARC	ACDC	0.4	48	75	0.020833333	0.25
ARC	WCA	0.6	48	86.4640884	0.020833333	0.020833333
ARC	Limbo	0.6	48	84.80662983	0	0
ARC	ACDC	0.6	48	74.41176471	0.020833333	0.25
ARC	WCA	0.8	48	86.4640884	0.020833333	0.020833333
ARC	Limbo	0.8	48	84.80662983	0	0
ARC	ACDC	0.8	48	74.41176471	0.020833333	0.25
WCA	Limbo	N/A	49	83.60881543	0.040816327	0.040816327
WCA	ACDC	N/A	49	74.88986784	0	0
Limbo	ACDC	N/A	49	76.21145374	0	0
ARC	WCA	0.2	49	87.0523416	0.12244898	0.12244898
ARC	Limbo	0.2	49	83.74655647	0.06122449	0.06122449
ARC	ACDC	0.2	49	74.88986784	0	0
ARC	WCA	0.4	49	86.36363636	0.020408163	0.020408163
ARC	Limbo	0.4	49	84.9862259	0.040816327	0.040816327
ARC	ACDC	0.4	49	74.88986784	0.020408163	0.25
ARC	WCA	0.6	49	86.63911846	0.020408163	0.020408163
ARC	Limbo	0.6	49	84.84848485	0.020408163	0.020408163
ARC	ACDC	0.6	49	74.30249633	0.020408163	0.25
ARC	WCA	0.8	49	86.63911846	0.020408163	0.020408163
ARC	Limbo	0.8	49	84.84848485	0.020408163	0.020408163
ARC	ACDC	0.8	49	74.30249633	0.020408163	0.25
WCA	Limbo	N/A	50	83.79120879	0.04	0.04
WCA	ACDC	N/A	50	74.48680352	0	0
Limbo	ACDC	N/A	50	76.09970674	0	0
ARC	WCA	0.2	50	86.81318681	0.14	0.14
ARC	Limbo	0.2	50	83.79120879	0.06	0.06
ARC	ACDC	0.2	50	74.78005865	0	0
ARC	WCA	0.4	50	86.53846154	0.02	0.02
ARC	Limbo	0.4	50	85.02747253	0.04	0.04
ARC	ACDC	0.4	50	74.78005865	0.02	0.25
ARC	WCA	0.6	50	86.53846154	0.02	0.02
ARC	Limbo	0.6	50	84.89010989	0.02	0.02
ARC	ACDC	0.6	50	74.19354839	0.02	0.25
ARC	WCA	0.8	50	86.53846154	0.02	0.02
ARC	Limbo	0.8	50	84.89010989	0.02	0.02
ARC	ACDC	0.8	50	74.19354839	0.02	0.25
